frame_num,roi_num,person_classified,person_actual,person_score
frame_0009,frame_0009_00,interviewer,interviewer,0.734662419
frame_0010,frame_0010_00,interviewee,interviewee,0.516587519
frame_0011,frame_0011_00,interviewer,interviewer,1.00682376
frame_0012,frame_0012_00,interviewer,interviewer,0.753781101
frame_0013,frame_0013_00,interviewer,interviewer,1.022699817
frame_0014,frame_0014_00,interviewee,interviewee,0.474516721
frame_0015,frame_0015_00,interviewee,interviewee,0.747903617
frame_0016,frame_0016_00,interviewer,interviewer,0.918574792
frame_0017,frame_0017_00,interviewee,interviewee,0.686213728
frame_0018,frame_0018_00,interviewee,interviewee,0.485381398
frame_0019,frame_0019_00,interviewee,interviewee,0.453433594
frame_0020,frame_0020_00,interviewee,interviewee,0.480617484
frame_0021,frame_0021_00,interviewee,interviewee,0.533136478
frame_0022,frame_0022_00,interviewee,interviewee,0.502183171
frame_0023,frame_0023_00,interviewer,interviewer,0.949383224
frame_0023,frame_0023_01,interviewee,interviewee,0.784102124
frame_0024,frame_0024_00,interviewee,interviewee,0.499181231
frame_0025,frame_0025_00,interviewee,interviewee,0.55487678
frame_0026,frame_0026_00,interviewee,interviewee,0.396205292
frame_0027,frame_0027_00,interviewee,interviewee,0.437815222
frame_0028,frame_0028_00,interviewee,interviewee,0.496891999
frame_0029,frame_0029_00,interviewer,interviewer,0.739317748
frame_0030,frame_0030_00,interviewer,interviewer,0.560506871
frame_0031,frame_0031_00,interviewer,interviewer,0.854687629
frame_0032,frame_0032_00,interviewer,interviewer,0.74724397
frame_0033,frame_0033_00,interviewer,interviewer,0.660732054
frame_0034,frame_0034_00,interviewee,interviewee,0.44202978
frame_0035,frame_0035_00,interviewee,interviewee,0.383201145
frame_0036,frame_0036_00,interviewee,interviewee,0
frame_0037,frame_0037_00,interviewee,interviewee,0.437747024
frame_0038,frame_0038_00,interviewee,interviewee,0.383528356
frame_0039,frame_0039_00,interviewee,interviewee,0.65276668
frame_0040,frame_0040_00,interviewee,interviewee,0.394195604
frame_0041,frame_0041_00,interviewer,interviewer,0.674045738
frame_0042,frame_0042_00,interviewee,interviewee,0.531546824
frame_0043,frame_0043_00,interviewee,interviewee,0.43754098
frame_0044,frame_0044_00,interviewer,interviewer,0.914414746
frame_0045,frame_0045_00,interviewer,interviewer,0.931368797
frame_0046,frame_0046_00,interviewee,interviewee,0.3866065
frame_0047,frame_0047_00,interviewee,interviewee,0.516499576
frame_0048,frame_0048_00,interviewee,interviewee,0.54486719
frame_0049,frame_0049_00,interviewee,interviewee,0.466476426
frame_0050,frame_0050_00,interviewee,interviewee,0.644071792
frame_0051,frame_0051_00,interviewee,interviewee,0.966082083
frame_0051,frame_0051_01,interviewee,interviewer,1.02845865
frame_0052,frame_0052_00,interviewee,interviewee,0.715767312
frame_0053,frame_0053_00,interviewee,interviewee,0.689387225
frame_0054,frame_0054_00,interviewee,interviewee,0.480173288
frame_0055,frame_0055_00,interviewee,interviewee,0.771555602
frame_0055,frame_0055_01,interviewer,interviewer,1.004405044
frame_0056,frame_0056_00,interviewer,interviewer,0.825720977
frame_0056,frame_0056_01,interviewee,interviewee,0.751926527
frame_0057,frame_0057_00,interviewee,interviewer,0.659501961
frame_0058,frame_0058_00,interviewee,interviewee,0.461362892
