frame_index,frame_num,frame_timestamp,num_of_rois,roi_num,person_classified,emotion_classified,person_score,angry_prob,disgust_prob,fear_prob,happy_prob,sad_prob,surprise_prob,neutral_prob,entropy,arousal,valence,x,y,w,h
0,frame_0000,0:01:15,0,,,,,,,,,,,,,,,,,,
1,frame_0001,0:01:25,0,,,,,,,,,,,,,,,,,,
2,frame_0002,0:01:35,1,frame_0002_00,interviewee,happy,0.8575794048319181,0.19297676612670817,1.1159697165398974e-07,0.00031246508613340835,98.99934524293812,0.549127054534975,1.9281879998431838e-05,0.25821988612978974,0.06602812890630347,0.6919591109246209,0.7873473638092326,204.0,65.0,86.0,119.0
3,frame_0003,0:01:45,1,frame_0003_00,interviewee,happy,0.8406352028179438,2.388432340794111e-07,4.499062816657194e-19,1.8484705953392133e-10,100.0,6.164806946179491e-10,2.398431063130313e-10,5.696452337611291e-09,5.148942090930228e-08,0.7000000014338061,0.7999999983242487,214.0,66.0,87.0,122.0
4,frame_0004,0:01:55,2,frame_0004_00,interviewer,happy,0.8551634221195772,8.223237841775699e-05,7.061522477869175e-08,3.434870388119293e-07,69.954514503479,0.006737815419910476,3.1691843815906395e-06,30.038663744926453,0.6118947263094537,0.4896551716266738,0.5595951236301724,430.0,59.0,107.0,146.0
5,frame_0004,0:01:55,2,frame_0004_01,interviewee,neutral,0.693811013352482,0.48612342216074467,1.813875494249828e-07,0.5368793848901987,40.124741196632385,0.21901335567235947,1.7110159620642662,56.92222714424133,0.824131929044547,0.3003601594216099,0.3199037717531028,131.0,57.0,88.0,121.0
6,frame_0005,0:02:05,2,frame_0005_00,interviewer,neutral,0.9663670682747478,1.8638204783201218,0.02957475371658802,0.057976110838353634,21.24602347612381,1.577245257794857,0.00012202202697153552,75.22523999214172,0.6896705826125685,0.15409163938484197,0.14690358106104212,428.0,53.0,102.0,144.0
7,frame_0005,0:02:05,2,frame_0005_01,interviewee,neutral,0.7162319446908947,1.0923275724053383,5.224154886462884e-07,0.21813109051436186,10.450804233551025,0.7991757243871689,0.6259512156248093,86.81361079216003,0.49185007161088024,0.083047421097586,0.07236010117775248,127.0,59.0,90.0,122.0
8,frame_0006,0:02:15,2,frame_0006_00,interviewer,happy,0.9649661748547516,0.02509084588382393,0.00025996712338383077,0.002557470361352898,84.19374823570251,0.10872898856177926,0.0003454481884546112,15.669271349906921,0.445127154413552,0.5890933125503806,0.6727061932337848,429.0,64.0,103.0,143.0
9,frame_0006,0:02:15,2,frame_0006_01,interviewee,happy,0.814841152091664,6.723207407466347e-09,1.1239667963265885e-19,7.605811054751943e-11,100.0,1.2288787609032736e-10,2.0510247146499072e-10,2.758147876757988e-08,8.103019492817498e-09,0.7000000000420208,0.7999999999525644,143.0,62.0,90.0,128.0
10,frame_0007,0:02:25,2,frame_0007_00,interviewer,happy,0.9169005322718887,1.4875620603561401,0.003918651782441884,3.246544301509857,51.49458050727844,13.373297452926636,4.713601619005203,25.68049132823944,1.2781953138476907,0.37634062511933736,0.32065163502265936,453.0,62.0,102.0,151.0
11,frame_0007,0:02:25,2,frame_0007_01,interviewee,happy,0.9624698046475322,1.1441076974705311e-07,1.1386598797335199e-20,3.3138558086856507e-12,99.99994039535522,3.7138724712747206e-11,1.7669272295295357e-09,5.8808006997423945e-05,9.050080411210227e-06,0.6999995834679613,0.7999995223687915,112.0,55.0,90.0,127.0
12,frame_0008,0:02:35,2,frame_0008_00,interviewee,happy,0.7961321767821078,0.0009240811585903742,1.9490534860744095e-06,0.00010256390992867019,99.66781143333776,0.025279895532106397,8.702983961854885e-07,0.3058755172862986,0.023241427619233316,0.6975798356951046,0.797183717979759,114.0,62.0,89.0,123.0
13,frame_0008,0:02:35,2,frame_0008_01,interviewer,neutral,0.8540543476810349,0.0004546644959191326,1.5671607078455302e-11,0.000579643437959021,0.02725855738390237,0.12417030520737171,2.3124034953525552e-05,99.84751343727112,0.012198890910541852,-0.0002989008357742993,-0.0005335213882420865,413.0,46.0,100.0,145.0
14,frame_0009,0:02:45,1,frame_0009_00,interviewee,angry,0.6321114587145408,84.85908508300781,1.7307722963155747e-09,0.0030956009140936658,0.0016535430404474027,6.770873069763184,3.5137279752461836e-07,8.365298807621002,0.5296817009240078,0.4821042650428506,-0.6346441778674189,227.0,63.0,87.0,123.0
15,frame_0010,0:02:55,1,frame_0010_00,interviewee,angry,0.6613019886452931,80.41942002889037,6.632178579726729e-06,2.1325565283034162,0.00498582660543537,2.268297360437951,0.02025136320953001,15.15448332753678,0.6313473532247829,0.4885681580181644,-0.5892202178942493,225.0,58.0,91.0,123.0
16,frame_0011,0:03:05,1,frame_0011_00,interviewee,happy,0.6847659779852179,4.573367391458305e-05,4.584501876026383e-13,6.9271500535705854e-06,99.99991655349731,2.2482615236185666e-05,1.9948205309816558e-07,4.499191064155639e-06,1.2859214347781874e-05,0.6999996504319719,0.7999988366315944,247.0,56.0,91.0,123.0
17,frame_0012,0:03:15,1,frame_0012_00,interviewee,happy,0.8368686031810368,0.0006409276393277048,2.254274307836617e-12,7.94953768011592e-06,99.97744560107265,9.318628131682647e-05,7.831532867155454e-06,0.021805509303745436,0.0021560608830357157,0.6998457103272526,0.7998145028263076,238.0,54.0,90.0,125.0
18,frame_0013,0:03:25,1,frame_0013_00,interviewee,angry,0.5885701350242474,55.12891411781311,0.001054159383784281,0.38442749064415693,1.8504012376070023,18.276609480381012,0.013005101936869323,24.345587193965912,1.0793592195607586,0.27341805117675905,-0.4830207694579257,247.0,57.0,90.0,123.0
19,frame_0014,0:03:35,1,frame_0014_00,interviewee,happy,0.8212032367882527,5.236609219706608,4.685113687597082e-08,0.007919798116774372,94.12459100035376,0.1313829407175148,0.0009505710861927825,0.4985503218203975,0.24745094657266173,0.6898293038539062,0.715508448988265,244.0,64.0,91.0,124.0
20,frame_0015,0:03:45,1,frame_0015_00,interviewee,angry,0.7797153607528549,89.56076627245352,9.14553372811188e-06,0.13935962427590795,0.3120358661370437,5.513939721710715,0.00021851933193669005,4.473660725514803,0.42472410772791436,0.5184703827720256,-0.6583480629954064,240.0,58.0,90.0,123.0
