frame_index,frame_num,frame_timestamp,num_of_rois,roi_num,person_classified,emotion_classified,person_score,angry_prob,disgust_prob,fear_prob,happy_prob,sad_prob,surprise_prob,neutral_prob,entropy,arousal,valence,x,y,w,h
0,frame_0000,0:01:15,0,,,,,,,,,,,,,,,,,,
1,frame_0001,0:01:25,1,frame_0001_00,interviewer,surprise,0.9743959808250248,2.7055617921874773,7.026007826192064e-07,0.024149866689757504,1.2474598738598974,0.035433205044409034,94.79357066231124,1.1938172832051177,0.2607303079535483,0.7833414735230873,0.3698575257462014,308.0,58.0,76.0,105.0
2,frame_0002,0:01:35,1,frame_0002_00,interviewee,angry,0.9393797298720852,87.49465271798687,0.0022323359610694473,10.305145252057628,0.03749043322111268,1.1193313371736608,0.02002909869827546,1.021114518261821,0.4530717145786941,0.5930559705536472,-0.6806450150524612,189.0,79.0,69.0,95.0
3,frame_0003,0:01:45,2,frame_0003_00,interviewer,neutral,0.9497847431081514,2.5699426150390368,2.0529066486428016e-05,0.02597121619683162,0.03274169185577281,10.962937210448121,0.0004392415507279397,86.40794916058192,0.46750774868114575,-0.02801752727558476,-0.08365950206755927,398.0,61.0,77.0,103.0
4,frame_0003,0:01:45,2,frame_0003_01,interviewee,happy,0.8831722574395151,3.3391285687685013,2.8867970514045993e-09,0.8558621630072594,95.79971432685852,0.004393473864183761,0.0008758817784837447,2.2648879394182586e-05,0.19591272630916182,0.696613240009103,0.7378657843191664,106.0,74.0,69.0,87.0
5,frame_0004,0:01:55,2,frame_0004_00,interviewer,neutral,0.9438153109052039,5.0531728629079895,1.3256313184257562e-05,0.3329919349616092,0.24707050214058188,39.089672456940704,0.00012070740087561758,55.27696076356897,0.8795558421633773,-0.121978210162453,-0.26993124233923393,382.0,54.0,77.0,108.0
6,frame_0004,0:01:55,2,frame_0004_01,interviewee,angry,0.8752052201367404,57.68612027168274,0.001818750570237171,5.741345509886742,0.05473622586578131,36.190465092659,0.01061402799678035,0.3149014664813876,0.8726716314076634,0.24201780188541303,-0.6549260908521318,105.0,64.0,74.0,94.0
7,frame_0005,0:02:05,1,frame_0005_00,interviewee,neutral,0.7239000174778959,9.623080834975143,3.271130476229e-08,2.6023409021090385,0.005514893270766978,0.5200712787274983,0.027263559992671313,87.22172531822618,0.46960542952510265,0.0741312990406748,-0.08594286577268753,216.0,71.0,72.0,96.0
8,frame_0006,0:02:15,1,frame_0006_00,interviewee,angry,0.8974012782153579,50.42288007872582,6.967170367352516e-06,6.667886326783081,0.109357719308598,0.447958687943738,0.6431233986838698,41.70878778152393,0.9546815156326169,0.35333116213420374,-0.39220792406042987,224.0,70.0,72.0,97.0
9,frame_0007,0:02:25,1,frame_0007_00,interviewer,neutral,0.9609348772868497,0.28589540161192417,4.930055062107863e-10,0.3605009289458394,4.348097775164206e-05,44.73273456096649,1.517647376658715e-05,54.62081432342529,0.7272154671039037,-0.17469163355146014,-0.2725602722004914,347.0,57.0,75.0,106.0
10,frame_0008,0:02:35,1,frame_0008_00,interviewer,neutral,0.973785349735317,1.3539403676986694,0.0007317374638660112,0.2925825538113713,5.310158059000969,42.89942383766174,0.004704254388343543,50.13846158981323,0.9409655866236555,-0.12421503960727025,-0.22613466159541526,340.0,52.0,75.0,105.0
11,frame_0009,0:02:45,2,frame_0009_00,interviewee,neutral,0.8730433943259958,8.44810953427014,1.5976747245420683e-11,0.08980244118474073,0.0003114321274643006,0.14330817775030003,0.004093868727337195,91.31437488283962,0.3078787907320757,0.0507789725576717,-0.06051656352168399,141.0,74.0,71.0,97.0
12,frame_0009,0:02:45,2,frame_0009_01,interviewer,surprise,0.8758968916574627,2.074446839061191,0.00014615007746951185,0.4434058241341009,0.7748394269400494,0.1541274691598099,96.47126176782022,0.08177353789425122,0.1925498542232167,0.7921284205080412,0.37397641180306723,418.0,62.0,75.0,106.0
13,frame_0010,0:02:55,1,frame_0010_00,interviewer,angry,1.0696280077410958,43.49420368671417,0.010460975317982957,2.7592843398451805,0.009201076318277046,26.584947109222412,0.012496790441218764,27.129405736923218,1.1702297882245034,0.17413618884602325,-0.4804744455563196,338.0,55.0,75.0,106.0
14,frame_0011,0:03:05,1,frame_0011_00,interviewee,neutral,0.842519670709573,28.938984870910645,1.7320051642899514e-09,1.6162991523742676,0.0009333031812275294,0.8998454548418522,0.004737051858683117,68.53920817375183,0.7273960825896308,0.18139305101505038,-0.21764334711891067,216.0,66.0,71.0,98.0
15,frame_0012,0:03:15,1,frame_0012_00,interviewee,angry,0.7997401481984794,39.30460342113931,2.8439588957509962e-08,4.821421748826295,0.03481184997976124,21.23383924557695,0.00026820088337114957,34.605048941964036,1.212287153623312,0.18488804442855616,-0.4311842225101002,203.0,63.0,72.0,98.0
16,frame_0013,0:03:25,1,frame_0013_00,interviewee,neutral,0.7943644096773516,13.688687980175018,3.819556936480971e-16,0.004927468398818746,0.00025941071726265363,0.0064462481532245874,4.526489760792174e-06,86.2996757030487,0.40051587178669945,0.08214268725416787,-0.09588696476884025,211.0,68.0,70.0,100.0
