frame_num,roi_num,person_classified,person_actual,person_score
frame_0001,frame_0001_00,interviewer,interviewer,0.976023369
frame_0002,frame_0002_00,interviewee,interviewee,0.924453969
frame_0003,frame_0003_00,interviewee,interviewee,0.944371713
frame_0004,frame_0004_00,interviewee,interviewee,0.88961087
frame_0005,frame_0005_00,interviewee,interviewee,0.917286638
frame_0005,frame_0005_01,interviewer,interviewer,0.825261509
frame_0006,frame_0006_00,interviewer,interviewer,0.918961504
frame_0007,frame_0007_00,interviewer,interviewer,0.954786999
frame_0008,frame_0008_00,interviewer,interviewer,1.037502062
frame_0009,frame_0009_00,interviewee,interviewee,0.8760178
frame_0010,frame_0010_00,interviewer,interviewer,0.927657524
frame_0011,frame_0011_00,interviewer,interviewer,0.726220309
frame_0011,frame_0011_01,interviewer,interviewee,0.853251452
frame_0012,frame_0012_00,interviewer,interviewer,1.127437994
frame_0013,frame_0013_00,interviewer,interviewer,1.094754052
frame_0014,frame_0014_00,interviewer,interviewer,1.088041694
frame_0015,frame_0015_00,interviewer,interviewer,0.833316701
frame_0016,frame_0016_00,interviewer,interviewer,0.902831244
frame_0017,frame_0017_00,interviewer,interviewer,0.738906833
frame_0018,frame_0018_00,interviewer,interviewer,1.041923982
frame_0019,frame_0019_00,interviewer,interviewer,0.792175661
frame_0019,frame_0019_01,unknown,interviewee,
frame_0020,frame_0020_00,interviewee,interviewer,0.770377385
frame_0020,frame_0020_01,interviewer,interviewee,0.754240735
frame_0021,frame_0021_00,interviewer,interviewer,1.000427246
frame_0022,frame_0022_00,interviewee,interviewee,0.933450023
frame_0023,frame_0023_00,interviewee,interviewer,0.967791519
frame_0024,frame_0024_00,interviewee,interviewee,0.922181212
frame_0024,frame_0024_01,interviewer,interviewer,0.813552838
frame_0025,frame_0025_00,interviewee,interviewee,0.970708254
frame_0025,frame_0025_01,interviewer,interviewer,0.821172103
frame_0026,frame_0026_00,interviewer,interviewer,1.076889165
frame_0027,frame_0027_00,interviewee,interviewee,0.926708328
frame_0028,frame_0028_00,interviewer,interviewer,1.075306593
frame_0029,frame_0029_00,interviewee,interviewee,0.784131201
frame_0030,frame_0030_00,interviewee,interviewee,0.804283101
frame_0031,frame_0031_00,interviewee,interviewee,0.807220887
frame_0032,frame_0032_00,interviewee,interviewee,0.964385742
frame_0033,frame_0033_00,interviewee,interviewee,0.935941949
frame_0034,frame_0034_00,interviewer,interviewer,1.057241534
frame_0035,frame_0035_00,interviewee,interviewee,0.838057304
frame_0036,frame_0036_00,interviewer,interviewer,0.86775389
frame_0037,frame_0037_00,interviewer,interviewer,1.078512076
frame_0038,frame_0038_00,interviewee,interviewee,0.926813926
frame_0039,frame_0039_00,interviewer,interviewer,0.899338923
frame_0040,frame_0040_00,interviewer,interviewer,0.802934514
frame_0041,frame_0041_00,interviewee,interviewee,0.775163124
frame_0042,frame_0042_00,interviewee,interviewee,0.900690551
frame_0043,frame_0043_00,interviewee,interviewee,0.886701425
frame_0044,frame_0044_00,interviewer,interviewer,0.937677602
frame_0045,frame_0045_00,interviewee,interviewee,0.866167511
frame_0046,frame_0046_00,interviewee,interviewee,0.833416312
frame_0047,frame_0047_00,interviewee,interviewee,0.979656273
frame_0048,frame_0048_00,interviewee,interviewee,0.775635514
frame_0049,frame_0049_00,interviewee,interviewee,0.824472143
frame_0050,frame_0050_00,interviewee,interviewee,0.911119678
frame_0051,frame_0051_00,interviewer,interviewer,0.818149008
frame_0052,frame_0052_00,interviewer,interviewer,0.868366664
frame_0053,frame_0053_00,interviewer,interviewer,0.853461479
frame_0054,frame_0054_00,interviewer,interviewer,1.010156145
frame_0055,frame_0055_00,interviewer,interviewer,0.807584036
frame_0056,frame_0056_00,interviewee,interviewee,0.92849323
frame_0057,frame_0057_00,interviewer,interviewer,0.914049538
frame_0058,frame_0058_00,interviewer,interviewer,1.000455398
frame_0059,frame_0059_00,interviewer,interviewer,1.022019939
frame_0060,frame_0060_00,interviewer,interviewer,1.027104703
frame_0061,frame_0061_00,interviewer,interviewee,0.86938809
frame_0061,frame_0061_01,interviewer,interviewer,0.818502403
frame_0062,frame_0062_00,interviewee,interviewee,1.002937441
frame_0062,frame_0062_01,interviewer,interviewer,0.821475654
frame_0063,frame_0063_00,interviewer,interviewer,1.121657549
frame_0064,frame_0064_00,interviewee,interviewee,1.052963709
frame_0064,frame_0064_01,interviewer,interviewer,0.794873551
frame_0065,frame_0065_00,interviewee,interviewee,1.018332764
frame_0066,frame_0066_00,interviewer,interviewer,1.063038721
frame_0067,frame_0067_00,interviewer,interviewee,0.849993349
frame_0067,frame_0067_01,interviewer,interviewer,0.765866188
frame_0068,frame_0068_00,interviewer,interviewer,1.051721437
frame_0069,frame_0069_00,interviewer,interviewee,0.854285481
frame_0070,frame_0070_00,interviewee,interviewee,0.90822313
frame_0070,frame_0070_01,interviewer,interviewer,0.789322563
frame_0071,frame_0071_00,interviewee,interviewee,0.81560786
frame_0072,frame_0072_00,interviewee,interviewee,0.934159372
frame_0072,frame_0072_01,interviewer,interviewer,0.791793519
frame_0073,frame_0073_00,interviewer,interviewer,0.864329509
frame_0073,frame_0073_01,interviewee,interviewee,0.960862639
frame_0074,frame_0074_00,interviewer,interviewee,0.881989705
frame_0074,frame_0074_01,interviewer,interviewer,0.842910267
frame_0075,frame_0075_00,unknown,interviewer,
frame_0076,frame_0076_00,interviewer,interviewer,1.00417436
frame_0076,frame_0076_01,unknown,interviewee,
frame_0077,frame_0077_00,interviewee,interviewee,0.898498303
frame_0078,frame_0078_00,interviewer,interviewer,0.98435123
frame_0079,frame_0079_00,interviewer,interviewee,0.832734661
frame_0079,frame_0079_01,unknown,interviewer,
frame_0080,frame_0080_00,interviewer,interviewer,0.990364616
frame_0081,frame_0081_00,interviewer,interviewer,0.81982747
frame_0081,frame_0081_01,interviewer,interviewee,0.843339097
frame_0082,frame_0082_00,interviewer,interviewer,0.971493974
frame_0083,frame_0083_00,interviewee,interviewee,1.003332222
frame_0084,frame_0084_00,interviewee,interviewee,1.038660075
frame_0085,frame_0085_00,interviewee,interviewee,0.892197811
frame_0086,frame_0086_00,interviewee,interviewee,0.93313167
frame_0087,frame_0087_00,interviewee,interviewee,1.007759938
frame_0088,frame_0088_00,interviewee,interviewee,0.842054516
frame_0089,frame_0089_00,interviewee,interviewee,1.011746733
frame_0089,frame_0089_01,interviewer,interviewer,0.816098002
frame_0092,frame_0092_00,interviewee,interviewee,0.920280681
