frame_num,roi_num,person_classified,person_actual,person_score
frame_0006,frame_0006_00,interviewee,interviewee,1.01971443
frame_0007,frame_0007_00,interviewer,interviewer,0.850375953
frame_0008,frame_0008_00,interviewer,interviewer,0.987841854
frame_0009,frame_0009_00,interviewee,interviewee,0.898347541
frame_0010,frame_0010_00,interviewee,interviewee,0.993983348
frame_0011,frame_0011_00,interviewee,interviewer,0.695062888
frame_0011,frame_0011_01,interviewee,interviewee,0
frame_0012,frame_0012_00,interviewer,interviewer,0.915607707
frame_0013,frame_0013_00,interviewee,interviewee,0.969546832
frame_0014,frame_0014_00,interviewee,interviewee,0.793539826
frame_0015,frame_0015_00,interviewee,interviewee,0.975642834
frame_0016,frame_0016_00,interviewer,interviewer,0.950993384
frame_0017,frame_0017_00,interviewee,interviewee,0.947582882
frame_0018,frame_0018_00,interviewer,interviewer,1.034188787
frame_0019,frame_0019_00,interviewee,interviewee,1.025546487
frame_0020,frame_0020_00,interviewee,interviewee,0.781614792
frame_0021,frame_0021_00,interviewee,interviewee,0.792358027
frame_0022,frame_0022_00,interviewer,interviewer,0.788941499
frame_0022,frame_0022_01,interviewee,interviewee,0.996668854
frame_0023,frame_0023_00,interviewee,interviewee,0.797007483
frame_0024,frame_0024_00,interviewee,interviewee,0.84425522
frame_0025,frame_0025_00,interviewer,interviewer,0.854382113
frame_0026,frame_0026_00,interviewer,interviewer,0.98580427
frame_0027,frame_0027_00,interviewee,interviewee,0.856597484
frame_0028,frame_0028_00,interviewee,interviewee,0.90856028
frame_0029,frame_0029_00,interviewer,interviewer,0.879886777
frame_0030,frame_0030_00,interviewer,interviewer,0.963316484
frame_0031,frame_0031_00,interviewer,interviewer,1.019763593
frame_0032,frame_0032_00,interviewer,interviewer,0.95759589
frame_0033,frame_0033_00,interviewee,interviewee,0.880367356
frame_0034,frame_0034_00,interviewer,interviewer,0.891173461
frame_0034,frame_0034_01,interviewee,interviewee,0.814561012
frame_0035,frame_0035_00,interviewer,interviewer,0.795580362
frame_0035,frame_0035_01,interviewee,interviewee,0.519620419
frame_0036,frame_0036_00,interviewee,interviewee,1.036469156
frame_0037,frame_0037_00,interviewee,interviewee,1.040330321
frame_0038,frame_0038_00,interviewer,interviewer,0.842187654
frame_0039,frame_0039_00,interviewer,interviewer,0.99593759
frame_0040,frame_0040_00,interviewer,interviewer,0.932736597
frame_0041,frame_0041_00,interviewer,interviewer,1.00651332
frame_0042,frame_0042_00,interviewee,interviewee,0.867373415
frame_0043,frame_0043_00,interviewee,interviewee,0.828001566
frame_0044,frame_0044_00,interviewer,interviewer,0.664906229
frame_0044,frame_0044_01,interviewee,interviewee,0.468413225
frame_0045,frame_0045_00,interviewer,interviewer,0.971502464
frame_0046,frame_0046_00,interviewer,interviewer,0.929880242
frame_0047,frame_0047_00,interviewer,interviewer,0.94865595
frame_0048,frame_0048_00,interviewee,interviewee,0.703552631
frame_0049,frame_0049_00,interviewee,interviewee,0.744694333
frame_0050,frame_0050_00,interviewer,interviewer,0.696047071
frame_0050,frame_0050_01,interviewee,interviewee,0.427220103
frame_0051,frame_0051_00,interviewee,interviewee,0.996298916
frame_0052,frame_0052_00,interviewer,interviewer,0.824349524
frame_0053,frame_0053_00,interviewee,interviewee,0.786968903
frame_0054,frame_0054_00,interviewer,interviewer,1.060735794
frame_0055,frame_0055_00,interviewee,interviewee,0.801126737
frame_0056,frame_0056_00,interviewee,interviewee,0.746905017
frame_0057,frame_0057_00,interviewee,interviewee,0.806391884
frame_0058,frame_0058_00,interviewer,interviewer,0.923658806
frame_0059,frame_0059_00,interviewee,interviewee,0.745585297
frame_0060,frame_0060_00,interviewee,interviewee,0.870092853
frame_0061,frame_0061_00,interviewer,interviewer,0.971581538
frame_0062,frame_0062_00,interviewee,interviewee,0.745896704
frame_0063,frame_0063_00,interviewer,interviewer,0.957193553
frame_0064,frame_0064_00,interviewee,interviewee,1.020268665
frame_0065,frame_0065_00,interviewer,interviewer,1.007046026
frame_0066,frame_0066_00,interviewee,interviewee,0.812925258
frame_0067,frame_0067_00,interviewer,interviewer,0.934992328
frame_0068,frame_0068_00,interviewer,interviewer,0.703095603
frame_0069,frame_0069_00,interviewee,interviewee,0.848711328
frame_0070,frame_0070_00,interviewer,interviewer,1.025685936
