frame_num,roi_num,person_classified,person_actual,person_score
frame_0010,frame_0010_00,interviewer,interviewer,0.877603705
frame_0011,frame_0011_00,interviewer,interviewer,1.071214199
frame_0012,frame_0012_00,interviewer,interviewer,1.001886965
frame_0013,frame_0013_00,interviewee,interviewee,0.866943372
frame_0014,frame_0014_00,interviewer,interviewer,1.003546517
frame_0015,frame_0015_00,interviewer,interviewer,0.892863757
frame_0016,frame_0016_00,interviewee,interviewee,0.854204164
frame_0017,frame_0017_00,interviewee,interviewee,0.890425179
frame_0018,frame_0018_00,interviewee,interviewee,0.911528461
frame_0019,frame_0019_00,interviewee,interviewee,0.871960658
frame_0020,frame_0020_00,interviewee,interviewee,0.949825262
frame_0021,frame_0021_00,interviewee,interviewee,0.88501394
frame_0022,frame_0022_00,interviewer,interviewer,0.89036274
frame_0023,frame_0023_00,interviewee,interviewee,0.859493706
frame_0024,frame_0024_00,interviewer,interviewer,1.043044905
frame_0025,frame_0025_00,interviewee,interviewee,0.857357588
frame_0026,frame_0026_00,interviewee,interviewee,0.84063149
frame_0027,frame_0027_00,interviewee,interviewee,0.790618655
frame_0028,frame_0028_00,interviewee,interviewee,0.775011291
frame_0029,frame_0029_00,interviewee,interviewee,0.781349291
frame_0030,frame_0030_00,interviewee,interviewee,0.768812331
frame_0031,frame_0031_00,interviewee,interviewee,0.67383561
frame_0032,frame_0032_00,interviewee,interviewee,0.857818755
frame_0033,frame_0033_00,interviewer,interviewer,0.911175014
frame_0034,frame_0034_00,interviewee,interviewee,0.879065991
frame_0035,frame_0035_00,interviewee,interviewee,0.842804305
frame_0036,frame_0036_00,interviewee,interviewee,0.864016084
frame_0037,frame_0037_00,interviewer,interviewer,1.034131937
frame_0038,frame_0038_00,interviewer,interviewer,1.059148257
frame_0039,frame_0039_00,interviewer,interviewer,1.050163463
frame_0040,frame_0040_00,interviewee,interviewee,0.888559441
frame_0044,frame_0044_00,unknown,interviewer,
frame_0045,frame_0045_00,interviewer,interviewer,1.001915121
frame_0046,frame_0046_00,interviewee,interviewee,0.786880765
frame_0047,frame_0047_00,interviewee,interviewee,0.786834139
frame_0048,frame_0048_00,interviewee,interviewee,0.781461776
frame_0049,frame_0049_00,interviewee,interviewee,0.817618315
frame_0050,frame_0050_00,interviewer,interviewer,0.917771742
frame_0051,frame_0051_00,interviewer,interviewer,1.058708933
frame_0052,frame_0052_00,interviewer,interviewer,1.096616847
frame_0053,frame_0053_00,interviewee,interviewee,0.767693012
frame_0054,frame_0054_00,interviewee,interviewee,0.873430675
frame_0055,frame_0055_00,interviewee,interviewee,0.849638965
frame_0056,frame_0056_00,interviewer,interviewer,0.952338321
frame_0057,frame_0057_00,interviewee,interviewee,0.787948169
frame_0058,frame_0058_00,interviewer,interviewer,1.110795099
frame_0059,frame_0059_00,interviewee,interviewee,0.846643613
frame_0060,frame_0060_00,interviewee,interviewee,0.902011856
frame_0061,frame_0061_00,interviewer,interviewer,0.931711726
frame_0062,frame_0062_00,interviewer,interviewer,1.025681259
frame_0063,frame_0063_00,interviewer,interviewer,0.933351458
frame_0064,frame_0064_00,interviewee,interviewee,0.817402504
frame_0065,frame_0065_00,interviewee,interviewee,0.704854033
frame_0066,frame_0066_00,interviewee,interviewee,0.802549716
frame_0067,frame_0067_00,interviewer,interviewer,0.964556518
frame_0068,frame_0068_00,interviewee,interviewee,0.783932142
frame_0069,frame_0069_00,interviewee,interviewee,0.66050912
frame_0070,frame_0070_00,interviewee,interviewee,0.74327563
frame_0071,frame_0071_00,interviewee,interviewee,0.813663341
frame_0072,frame_0072_00,interviewer,interviewer,0.994218586
frame_0073,frame_0073_00,interviewer,interviewer,0.96393434
frame_0074,frame_0074_00,interviewee,interviewee,0.841023596
frame_0075,frame_0075_00,interviewer,interviewer,0.917125235
frame_0075,frame_0075_01,interviewee,interviewee,0.910204338
frame_0076,frame_0076_00,interviewee,interviewee,0.911890569
frame_0077,frame_0077_00,interviewer,interviewer,1.166551424
frame_0078,frame_0078_00,interviewee,interviewee,0.885300705
frame_0079,frame_0079_00,interviewee,interviewee,0.789653602
frame_0080,frame_0080_00,interviewee,interviewee,0.748473017
frame_0081,frame_0081_00,interviewee,interviewee,0.914694138
frame_0082,frame_0082_00,interviewee,interviewee,0.91935536
frame_0083,frame_0083_00,interviewer,interviewer,0.946842953
frame_0084,frame_0084_00,interviewee,interviewee,0.886980223
frame_0085,frame_0085_00,interviewee,interviewee,0.874391653
frame_0086,frame_0086_00,interviewer,interviewer,0.841501991
frame_0087,frame_0087_00,interviewee,interviewee,0.779068901
frame_0088,frame_0088_00,interviewee,interviewee,0.878647242
frame_0089,frame_0089_00,interviewee,interviewee,0.811170848
frame_0090,frame_0090_00,interviewee,interviewee,0.823272181
frame_0091,frame_0091_00,interviewee,interviewee,0.825896895
