frame_num,roi_num,person_classified,person_actual,person_score
frame_0002,frame_0002_00,interviewee,interviewee,0.857579405
frame_0003,frame_0003_00,interviewee,interviewee,0.840635203
frame_0004,frame_0004_00,interviewer,interviewer,0.855163422
frame_0004,frame_0004_01,interviewee,interviewee,0.693811013
frame_0005,frame_0005_00,interviewer,interviewer,0.966367068
frame_0005,frame_0005_01,interviewee,interviewee,0.716231945
frame_0006,frame_0006_00,interviewer,interviewer,0.964966175
frame_0006,frame_0006_01,interviewee,interviewee,0.814841152
frame_0007,frame_0007_00,interviewer,interviewer,0.916900532
frame_0007,frame_0007_01,interviewee,interviewee,0.962469805
frame_0008,frame_0008_00,interviewee,interviewee,0.796132177
frame_0008,frame_0008_01,interviewer,interviewer,0.854054348
frame_0009,frame_0009_00,interviewee,interviewee,0.632111459
frame_0010,frame_0010_00,interviewee,interviewee,0.661301989
frame_0011,frame_0011_00,interviewee,interviewee,0.684765978
frame_0012,frame_0012_00,interviewee,interviewee,0.836868603
frame_0013,frame_0013_00,interviewee,interviewee,0.588570135
frame_0014,frame_0014_00,interviewee,interviewee,0.821203237
frame_0015,frame_0015_00,interviewee,interviewee,0.779715361
frame_0016,frame_0016_00,interviewee,interviewee,0.578713382
frame_0017,frame_0017_00,interviewer,interviewer,0.985511495
frame_0018,frame_0018_00,interviewer,interviewer,0.892682621
frame_0018,frame_0018_01,interviewee,interviewee,0.715745145
frame_0019,frame_0019_00,interviewer,interviewer,0.920037006
frame_0019,frame_0019_01,interviewee,interviewee,1.114155862
frame_0020,frame_0020_00,interviewee,interviewee,0.71623724
frame_0020,frame_0020_01,interviewer,interviewer,0.948175627
frame_0021,frame_0021_00,interviewer,interviewer,0.925360628
frame_0021,frame_0021_01,interviewee,interviewee,0.716215887
frame_0022,frame_0022_00,interviewer,interviewer,0.984194861
frame_0022,frame_0022_01,interviewee,interviewee,0.881204581
frame_0023,frame_0023_00,interviewer,interviewer,0.964290856
frame_0023,frame_0023_01,interviewee,interviewee,1.144264133
frame_0024,frame_0024_00,interviewer,interviewer,0.897327259
frame_0024,frame_0024_01,interviewee,interviewee,0.96353693
frame_0025,frame_0025_00,interviewer,interviewer,0.895148716
frame_0026,frame_0026_00,interviewer,interviewer,0.901662024
frame_0027,frame_0027_00,interviewee,interviewee,0.638023329
frame_0028,frame_0028_00,interviewee,interviewee,0.618335377
frame_0029,frame_0029_00,interviewer,interviewer,0.887470961
frame_0029,frame_0029_01,interviewee,interviewee,0.689354534
