frame_num,roi_num,person_classified,person_actual,person_score
frame_0002,frame_0002_00,interviewee,interviewee,0.560578189
frame_0003,frame_0003_00,interviewee,interviewee,0.594153254
frame_0004,frame_0004_00,interviewer,interviewer,0.798149311
frame_0004,frame_0004_01,interviewee,interviewee,0.529808153
frame_0005,frame_0005_00,interviewer,interviewer,0.760453465
frame_0005,frame_0005_01,interviewee,interviewee,0.505499364
frame_0006,frame_0006_00,interviewer,interviewer,0.785508801
frame_0006,frame_0006_01,interviewee,interviewee,0.579032743
frame_0007,frame_0007_00,interviewer,interviewer,0.68316569
frame_0007,frame_0007_01,interviewee,interviewee,0.600957519
frame_0008,frame_0008_00,interviewee,interviewee,0.501249161
frame_0008,frame_0008_01,interviewer,interviewer,0.682844405
frame_0009,frame_0009_00,interviewee,interviewee,0.395518741
frame_0010,frame_0010_00,interviewee,interviewee,0.381006761
frame_0011,frame_0011_00,interviewee,interviewee,0.512668917
frame_0012,frame_0012_00,interviewee,interviewee,0.539796693
frame_0013,frame_0013_00,interviewee,interviewee,0.423671888
frame_0014,frame_0014_00,interviewee,interviewee,0.465724252
frame_0015,frame_0015_00,interviewee,interviewee,0.489818709
frame_0016,frame_0016_00,interviewee,interviewee,0.343906016
frame_0017,frame_0017_00,interviewer,interviewer,0.699835139
frame_0018,frame_0018_00,interviewer,interviewer,0.780103253
frame_0018,frame_0018_01,interviewee,interviewee,0.54062666
frame_0019,frame_0019_00,interviewer,interviewer,0.765807481
frame_0019,frame_0019_01,interviewee,interviewee,0.719745017
frame_0020,frame_0020_00,interviewee,interviewee,0.453577284
frame_0020,frame_0020_01,interviewer,interviewer,0.876020387
frame_0021,frame_0021_00,interviewer,interviewer,0.800019902
frame_0021,frame_0021_01,interviewee,interviewee,0.492761737
frame_0022,frame_0022_00,interviewer,interviewer,0.871116621
frame_0022,frame_0022_01,interviewee,interviewee,0.612736735
frame_0023,frame_0023_00,interviewer,interviewer,0.686293651
frame_0023,frame_0023_01,interviewee,interviewee,0.757506819
frame_0024,frame_0024_00,interviewer,interviewer,0.84020162
frame_0024,frame_0024_01,interviewee,interviewee,0.767105839
frame_0025,frame_0025_00,interviewer,interviewer,0.78985713
frame_0026,frame_0026_00,interviewer,interviewer,0.899792078
frame_0027,frame_0027_00,interviewee,interviewee,0.348141092
frame_0028,frame_0028_00,interviewee,interviewee,0.452360214
frame_0029,frame_0029_00,interviewer,interviewer,0.792856705
frame_0029,frame_0029_01,interviewee,interviewee,0.427538606
frame_0030,frame_0030_00,interviewee,interviewee,0.383802153
frame_0031,frame_0031_00,interviewer,interviewer,0.655636176
frame_0032,frame_0032_00,interviewee,interviewee,0.577860449
frame_0033,frame_0033_00,interviewee,interviewee,0.481641966
frame_0034,frame_0034_00,interviewee,interviewee,0.577232355
frame_0035,frame_0035_00,interviewee,interviewee,0.52705941
frame_0036,frame_0036_00,interviewee,interviewee,0.459845612
frame_0037,frame_0037_00,interviewee,interviewee,0.636220957
frame_0038,frame_0038_00,interviewee,interviewee,0.405793481
frame_0039,frame_0039_00,interviewee,interviewee,0.536251996
frame_0040,frame_0040_00,interviewee,interviewee,0.477874687
