frame_num,roi_num,person_classified,person_actual,person_score
frame_0012,frame_0012_00,unknown,interviewer,
frame_0013,frame_0013_00,interviewer,interviewer,0.680648166
frame_0014,frame_0014_00,interviewee,interviewee,0.587483126
frame_0014,frame_0014_01,interviewer,interviewer,0.837667224
frame_0015,frame_0015_00,interviewer,interviewer,0.793403665
frame_0016,frame_0016_00,interviewer,interviewer,0.532108631
frame_0017,frame_0017_00,interviewer,interviewer,0.576945191
frame_0018,frame_0018_00,interviewer,interviewer,0.47004304
frame_0019,frame_0019_00,interviewer,interviewer,0.575514533
frame_0020,frame_0020_00,interviewer,interviewer,0.669800172
frame_0021,frame_0021_00,interviewer,interviewer,0.629875836
frame_0022,frame_0022_00,interviewee,interviewee,0.534208369
frame_0023,frame_0023_00,interviewer,interviewer,0.639124949
frame_0024,frame_0024_00,interviewer,interviewer,0.492424932
frame_0025,frame_0025_00,interviewer,interviewer,0.647920168
frame_0026,frame_0026_00,interviewer,interviewer,0.711968178
frame_0027,frame_0027_00,interviewer,interviewer,0.600022276
frame_0028,frame_0028_00,interviewer,interviewer,0.674301414
frame_0029,frame_0029_00,interviewee,interviewee,0.486830331
frame_0030,frame_0030_00,interviewee,interviewee,0.482233692
frame_0031,frame_0031_00,interviewee,interviewee,0.561468226
frame_0032,frame_0032_00,interviewer,interviewer,0.724149273
frame_0033,frame_0033_00,interviewee,interviewee,0.480207468
frame_0034,frame_0034_00,interviewee,interviewee,0.426831248
frame_0035,frame_0035_00,interviewee,interviewee,0.378208526
frame_0036,frame_0036_00,interviewee,interviewee,0.525815329
frame_0037,frame_0037_00,interviewee,interviewee,0.406217336
frame_0038,frame_0038_00,interviewee,interviewee,0.414396343
frame_0039,frame_0039_00,interviewee,interviewee,0.649737209
frame_0040,frame_0040_00,interviewee,interviewee,0.625022721
frame_0041,frame_0041_00,interviewer,interviewer,0.645153911
frame_0042,frame_0042_00,interviewee,interviewee,0.488875735
frame_0043,frame_0043_00,interviewee,interviewee,0.577045668
frame_0044,frame_0044_00,interviewee,interviewee,0.487186648
frame_0045,frame_0045_00,interviewee,interviewee,0.447375725
frame_0046,frame_0046_00,interviewee,interviewee,0.605516114
frame_0047,frame_0047_00,interviewee,interviewee,0.403316295
frame_0048,frame_0048_00,interviewee,interviewee,0.408350263
frame_0049,frame_0049_00,interviewee,interviewee,0.545088572
frame_0050,frame_0050_00,interviewee,interviewee,0.426829601
frame_0051,frame_0051_00,interviewee,interviewee,0.434995859
frame_0052,frame_0052_00,interviewee,interviewee,0.548723227
frame_0053,frame_0053_00,interviewer,interviewer,0.594201343
frame_0054,frame_0054_00,interviewee,interviewee,0.581634099
frame_0055,frame_0055_00,interviewee,interviewee,0.351940867
frame_0056,frame_0056_00,interviewer,interviewer,0.729377224
frame_0057,frame_0057_00,interviewee,interviewee,0.433782877
frame_0058,frame_0058_00,interviewee,interviewee,0.511881745
frame_0059,frame_0059_00,interviewee,interviewee,0.516552156
