frame_num,roi_num,person_classified,person_actual,person_score
frame_0001,frame_0001_00,interviewer,interviewer,0.951757538
frame_0002,frame_0002_00,interviewee,interviewee,0.871043205
frame_0003,frame_0003_00,interviewer,interviewer,0.883693357
frame_0003,frame_0003_01,interviewee,interviewee,0.909397336
frame_0004,frame_0004_00,interviewer,interviewer,0.919525908
frame_0004,frame_0004_01,interviewee,interviewee,0.879920168
frame_0005,frame_0005_00,interviewee,interviewee,0.905387238
frame_0006,frame_0006_00,interviewee,interviewee,0.856890547
frame_0007,frame_0007_00,interviewer,interviewer,0.929188216
frame_0008,frame_0008_00,interviewer,interviewer,0.889882433
frame_0009,frame_0009_00,interviewee,interviewee,0.939459992
frame_0009,frame_0009_01,interviewer,interviewer,0.896842563
frame_0010,frame_0010_00,interviewer,interviewer,0.991758343
frame_0011,frame_0011_00,interviewee,interviewee,0.8841323
frame_0012,frame_0012_00,interviewee,interviewee,0.817700234
frame_0013,frame_0013_00,interviewee,interviewee,0.782014533
frame_0014,frame_0014_00,interviewee,interviewee,0.889833206
frame_0015,frame_0015_00,interviewee,interviewee,0.841013593
frame_0016,frame_0016_00,interviewee,interviewee,0.8976648
frame_0017,frame_0017_00,interviewee,interviewee,0.77060833
frame_0018,frame_0018_00,interviewee,interviewee,0.794220731
frame_0019,frame_0019_00,interviewee,interviewee,0.920207472
frame_0020,frame_0020_00,interviewee,interviewee,0.870146355
frame_0021,frame_0021_00,interviewee,interviewee,0.779739485
frame_0022,frame_0022_00,interviewee,interviewee,0.899173606
frame_0023,frame_0023_00,interviewee,interviewee,0.890248879
frame_0024,frame_0024_00,interviewee,interviewee,0.890748019
frame_0025,frame_0025_00,interviewee,interviewee,0.890265889
frame_0026,frame_0026_00,interviewee,interviewee,0.854561465
frame_0027,frame_0027_00,interviewee,interviewee,0.755113668
frame_0028,frame_0028_00,interviewee,interviewee,0.802470458
frame_0029,frame_0029_00,interviewee,interviewee,0.831001887
frame_0030,frame_0030_00,interviewer,interviewer,0.948630982
frame_0030,frame_0030_01,interviewee,interviewee,0.935969883
frame_0031,frame_0031_00,interviewer,interviewer,0.86924208
frame_0032,frame_0032_00,interviewee,interviewee,0.830260327
frame_0032,frame_0032_01,interviewer,interviewer,0.92790486
frame_0033,frame_0033_00,interviewer,interviewer,1.026118514
frame_0034,frame_0034_00,interviewee,interviewee,0.928271067
frame_0035,frame_0035_00,interviewer,interviewer,0.922338912
frame_0035,frame_0035_01,interviewee,interviewee,0.982330219
frame_0036,frame_0036_00,interviewee,interviewee,0.815017412
frame_0037,frame_0037_00,interviewee,interviewee,0.856674028
frame_0038,frame_0038_00,interviewer,interviewer,0.88564542
frame_0038,frame_0038_01,interviewee,interviewee,0.992103657
frame_0039,frame_0039_00,interviewee,interviewee,0.88792347
frame_0040,frame_0040_00,interviewer,interviewer,1.123652121
frame_0041,frame_0041_00,interviewer,interviewer,0.759698003
frame_0042,frame_0042_00,interviewee,interviewee,0.816916132
frame_0043,frame_0043_00,interviewer,interviewer,0.974438359
frame_0044,frame_0044_00,interviewee,interviewee,0.724847427
frame_0045,frame_0045_00,interviewee,interviewee,0.855498462
frame_0046,frame_0046_00,interviewee,interviewee,0.858784369
frame_0047,frame_0047_00,interviewer,interviewer,1.041333974
frame_0047,frame_0047_01,interviewee,interviewee,0.799799093
frame_0048,frame_0048_00,interviewer,interviewer,1.082556057
frame_0049,frame_0049_00,interviewee,interviewee,0.78018407
frame_0050,frame_0050_00,interviewer,interviewer,0.991456329
frame_0051,frame_0051_00,interviewer,interviewer,1.047821717
